pca_components,explained_variance,compression_ratio,k,jump_penalty,silhouette,inertia,objective,jumps,average_duration_weeks,min_cluster_size,max_cluster_share,cluster_sizes,market_regime_feasible,attention_ready,tuning_score
3,0.3790307607004756,18.0,3,64.0,0.3975897562715783,6381.496644105823,6573.496644105823,3,144.75,6,0.6424870466321243,"201,6,372",False,False,0.36758975627157825
3,0.3790307607004756,18.0,4,0.0,0.32787096116420816,5254.267964302911,5254.267964302911,94,6.094736842105263,7,0.4784110535405872,"196,277,7,99",False,False,0.29787096116420814
3,0.3790307607004756,18.0,4,0.1,0.32787096116420816,5254.267964302911,5263.667964302911,94,6.094736842105263,7,0.4784110535405872,"196,277,7,99",False,False,0.29787096116420814
3,0.3790307607004756,18.0,4,0.25,0.32826709828851286,5254.453457087074,5277.453457087074,92,6.225806451612903,7,0.47668393782383417,"197,276,7,99",False,False,0.29826709828851283
3,0.3790307607004756,18.0,4,0.5,0.3275977307901911,5255.901037073981,5299.901037073981,88,6.50561797752809,7,0.47668393782383417,"197,276,7,99",False,False,0.2975977307901911
3,0.3790307607004756,18.0,4,1.0,0.3886646008453248,5266.35388989523,5338.35388989523,72,7.931506849315069,5,0.5509499136442142,"190,319,65,5",False,False,0.35866460084532475
3,0.3790307607004756,18.0,4,2.0,0.38693642850297233,5270.807590975428,5406.807590975428,68,8.391304347826088,5,0.5544041450777202,"190,321,63,5",False,False,0.3569364285029723
3,0.3790307607004756,18.0,4,4.0,0.37967204782948,5399.7127772402455,5503.7127772402455,26,21.444444444444443,7,0.6355785837651122,"154,368,50,7",False,False,0.34967204782947997
3,0.3790307607004756,18.0,4,8.0,0.37929929376197963,5439.080947227058,5591.080947227058,19,28.95,7,0.6373056994818653,"156,369,47,7",False,False,0.3492992937619796
3,0.3790307607004756,18.0,4,16.0,0.37656097154916207,5527.023324937187,5703.023324937187,11,48.25,7,0.6459412780656304,"159,7,374,39",False,False,0.34656097154916204
3,0.3790307607004756,18.0,4,32.0,0.36310674235313395,5626.298346673679,5850.298346673679,7,72.375,7,0.6424870466321243,"156,7,372,44",False,False,0.3331067423531339
3,0.3790307607004756,18.0,4,64.0,0.360972966533222,5748.320065395787,6004.320065395787,4,115.8,6,0.6424870466321243,"159,6,372,42",False,False,0.33097296653322195
3,0.3790307607004756,18.0,5,0.0,0.32784437506545655,4340.935553613988,4340.935553613988,139,4.135714285714286,7,0.4525043177892919,"151,262,7,109,50",False,False,0.2978443750654565
3,0.3790307607004756,18.0,5,0.1,0.38214616879898305,4343.338935353484,4354.538935353484,112,5.123893805309734,5,0.5354058721934369,"144,310,49,5,71",False,False,0.35214616879898303
3,0.3790307607004756,18.0,5,0.25,0.34086884636509296,4336.394173542128,4366.144173542128,119,4.825,7,0.4784110535405872,"151,277,7,95,49",False,False,0.31086884636509293
3,0.3790307607004756,18.0,5,0.5,0.33961552445074955,4337.259573561216,4395.759573561216,117,4.906779661016949,7,0.47668393782383417,"151,276,7,96,49",False,False,0.3096155244507495
3,0.3790307607004756,18.0,5,1.0,0.3867600461786465,4354.001242165983,4448.001242165983,94,6.094736842105263,5,0.5457685664939551,"147,316,45,5,66",False,False,0.3567600461786465
3,0.3790307607004756,18.0,5,2.0,0.38578854833936094,4367.984371140936,4527.984371140936,80,7.148148148148148,5,0.5509499136442142,"149,319,47,5,59",False,False,0.3557885483393609
3,0.3790307607004756,18.0,5,4.0,0.3839360164104408,4399.161720355318,4679.161720355318,70,8.154929577464788,5,0.5544041450777202,"150,321,47,5,56",False,False,0.35393601641044076
3,0.3790307607004756,18.0,5,8.0,0.3171526181829777,4611.867147112255,4875.867147112255,33,17.029411764705884,7,0.5043177892918825,"156,292,7,82,42",False,False,0.28715261818297766
3,0.3790307607004756,18.0,5,16.0,0.2960680463384255,4770.736655107399,5090.736655107399,20,27.571428571428573,7,0.5198618307426598,"155,301,7,71,45",False,False,0.26606804633842546
3,0.3790307607004756,18.0,5,32.0,0.2687199291610826,4939.305461698281,5323.305461698281,12,44.53846153846154,7,0.5112262521588946,"76,7,296,44,156",False,False,0.23871992916108262
3,0.3790307607004756,18.0,5,64.0,0.29064004547854033,5169.822251247762,5489.822251247762,5,96.5,6,0.5664939550949913,"44,6,328,42,159",False,False,0.2606400454785403
