regime,regime_name,weeks,first_week,last_week,vix_level,spy_ret_20d,spy_vol_20d,spy_drawdown_60d,tlt_ret_20d,gld_ret_20d,next_return_spy_mean,next_return_spy_vol,next_return_tlt_mean,next_return_gld_mean,share,next_return_spy_ann,next_return_spy_ann_vol,run_count,mean_duration_weeks,max_duration_weeks
0,R0: Calm / risk-on,350,2014-03-28,2021-12-17,15.661228583199637,0.012958517318280955,0.007547525521888353,-0.017587473583370605,0.004288944534846249,0.0006730557886995213,0.002336338398980797,0.018521051058152268,0.0009493081381834083,0.0003085315488868026,0.6044905008635578,0.12148959674700145,0.13355719853130915,10,35.0,156
1,R1: Inflation hedge / mixed,200,2022-01-07,2026-03-13,18.838300042152405,0.009444640853708176,0.009861222801648924,-0.0346299225969737,-0.007683953558481044,0.01734595997276849,0.0019492867019276366,0.023183521428976925,-0.001145291743853518,0.004116049420946088,0.3454231433506045,0.1013629085002371,0.16717875051598896,2,100.0,163
2,R2: Stress / risk-off,29,2015-08-21,2025-04-04,34.65000007892477,-0.030270349434529234,0.02054510862327575,-0.10035500102047214,0.02456103634575108,0.02327267628848705,0.0115725969528252,0.052393214649435714,0.0005643375475464139,0.012618512357325034,0.05008635578583765,0.6017750415469104,0.377812843809863,10,2.9,19
