regime,regime_name,weeks,first_week,last_week,vix_level,spy_ret_20d,spy_vol_20d,spy_drawdown_60d,tlt_ret_20d,gld_ret_20d,next_return_spy_mean,next_return_spy_vol,next_return_tlt_mean,next_return_gld_mean,share,next_return_spy_ann,next_return_spy_ann_vol,run_count,min_duration_weeks,mean_duration_weeks,max_duration_weeks
0,R0: Calm / risk-on,304,2014-03-28,2025-10-03,15.365197407571893,0.019355296023350975,0.007045830821001004,-0.013479640626619245,-0.0008298940244081922,0.003053783939011259,0.003006675270959215,0.017841641249284435,0.0006607907971933655,0.0018054159162393733,0.5250431778929189,0.15634711408987917,0.12865790472545682,11,3,27.636363636363637,95
1,R1: Growth / trend,177,2014-08-01,2026-03-13,17.540564930371644,0.02231340992015746,0.008715188253722056,-0.019360491604344,0.0036013555075609105,0.015137011180915481,0.0042452675228794555,0.019212933647770745,-7.598575911717403e-05,0.0011897399821739342,0.30569948186528495,0.2207539111897317,0.1385464348382496,10,4,17.7,54
2,R2: Stress / risk-off,98,2014-10-03,2025-04-11,25.28816337001567,-0.04374402498395862,0.015562915842577511,-0.08640079121129597,0.0029740590623323366,0.007878243229420323,-0.0012475565536788572,0.03833917224946568,-0.0006925064745990611,0.005486758870208864,0.1692573402417962,-0.06487294079130057,0.2764677028085891,11,3,8.909090909090908,29
