regime,regime_name,feature,mean,z_score
0,R0: Calm / risk-on,cpi_yoy,0.031066792662761397,0.25607776984804476
0,R0: Calm / risk-on,dgs10_level,2.7825,1.330596249080274
0,R0: Calm / risk-on,gld_ret_20d,0.003053783939011259,-1.134847578625956
0,R0: Calm / risk-on,nfci_level,-0.4720294407894737,-0.2697378205325852
0,R0: Calm / risk-on,spy_drawdown_60d,-0.013479640626619245,0.7941393913595512
0,R0: Calm / risk-on,spy_ret_20d,0.019355296023350975,0.6580040375266237
0,R0: Calm / risk-on,spy_vol_20d,0.007045830821001004,-0.9214110444669176
0,R0: Calm / risk-on,tlt_ret_20d,-0.0008298940244081922,-1.4020635052162325
0,R0: Calm / risk-on,tnx_level,2.7804934154999885,1.326798285545017
0,R0: Calm / risk-on,unrate_level,4.530921052631579,-0.37073443899302455
0,R0: Calm / risk-on,vix_change_5d,-0.1361842124085678,-0.5822608992258591
0,R0: Calm / risk-on,vix_level,15.365197407571893,-0.9469677617275215
1,R1: Growth / trend,cpi_yoy,0.01647835737464169,-1.332538005655225
1,R1: Growth / trend,dgs10_level,2.4710734463276838,-1.0801899374867527
1,R1: Growth / trend,gld_ret_20d,0.015137011180915481,1.2982389027069907
1,R1: Growth / trend,nfci_level,-0.4996298870056497,-1.0673919312863018
1,R1: Growth / trend,spy_drawdown_60d,-0.019360491604344,0.616343828168368
1,R1: Growth / trend,spy_ret_20d,0.02231340992015746,0.7550980757616337
1,R1: Growth / trend,spy_vol_20d,0.008715188253722056,-0.46840763844762157
1,R1: Growth / trend,tlt_ret_20d,0.0036013555075609105,0.8612298971216508
1,R1: Growth / trend,tnx_level,2.4672259823077143,-1.0873150921140042
1,R1: Growth / trend,unrate_level,5.373446327683616,1.3672796451052784
1,R1: Growth / trend,vix_change_5d,-0.269152533536577,-0.824991937907597
1,R1: Growth / trend,vix_level,17.540564930371644,-0.4361528838322235
2,R2: Stress / risk-off,cpi_yoy,0.038600456057462006,1.0764602358071793
2,R2: Stress / risk-off,dgs10_level,2.5782653061224488,-0.25040631159351784
2,R2: Stress / risk-off,gld_ret_20d,0.007878243229420323,-0.1633913240810347
2,R2: Stress / risk-off,nfci_level,-0.4164285714285714,1.3371297518188838
2,R2: Stress / risk-off,spy_drawdown_60d,-0.08640079121129597,-1.4104832195279189
2,R2: Stress / risk-off,spy_ret_20d,-0.04374402498395862,-1.4131021132882575
2,R2: Stress / risk-off,spy_vol_20d,0.015562915842577511,1.3898186829145398
2,R2: Stress / risk-off,tlt_ret_20d,0.0029740590623323366,0.5408336080945814
2,R2: Stress / risk-off,tnx_level,2.5772448924123026,-0.23948319343101634
2,R2: Stress / risk-off,unrate_level,4.227551020408163,-0.9965452061122522
2,R2: Stress / risk-off,vix_change_5d,0.9536735281652334,1.407252837133456
2,R2: Stress / risk-off,vix_level,25.28816337001567,1.3831206455597438
