regime,regime_name,feature,mean,z_score
0,R0: Calm / risk-on,cpi_yoy,0.031094187558233496,0.3010204598837607
0,R0: Calm / risk-on,dgs10_level,2.7790759075907587,1.2748305290161321
0,R0: Calm / risk-on,gld_ret_20d,0.0024971979398293446,-1.3033031098176648
0,R0: Calm / risk-on,nfci_level,-0.4728821122112211,-0.287966564446302
0,R0: Calm / risk-on,spy_drawdown_60d,-0.013025397590766428,0.8019131413976398
0,R0: Calm / risk-on,spy_ret_20d,0.02001971892399769,0.6583314183310811
0,R0: Calm / risk-on,spy_vol_20d,0.007046395775779155,-0.941653991871217
0,R0: Calm / risk-on,tlt_ret_20d,-0.0005948037829457884,-1.4136148624148588
0,R0: Calm / risk-on,tnx_level,2.7770594008291516,1.2712787558638923
0,R0: Calm / risk-on,unrate_level,4.539273927392739,-0.3900868554269423
0,R0: Calm / risk-on,vix_change_5d,-0.2210561040997899,-0.640042851588477
0,R0: Calm / risk-on,vix_level,15.301221164539703,-0.9611291724670736
1,R1: Growth / trend,cpi_yoy,0.0163852227292753,-1.347188972148211
1,R1: Growth / trend,dgs10_level,2.4627745664739886,-1.1676089477185843
1,R1: Growth / trend,gld_ret_20d,0.01494427655411965,1.1270995046937724
1,R1: Growth / trend,nfci_level,-0.4958709248554913,-1.055102387493883
1,R1: Growth / trend,spy_drawdown_60d,-0.019299233874237112,0.6078553469748004
1,R1: Growth / trend,spy_ret_20d,0.02298428547258571,0.7547853080527839
1,R1: Growth / trend,spy_vol_20d,0.008775435053295401,-0.4429376453669262
1,R1: Growth / trend,tlt_ret_20d,0.003150679095773985,0.7424412012839283
1,R1: Growth / trend,tnx_level,2.4590809176422956,-1.1721910936750477
1,R1: Growth / trend,unrate_level,5.367052023121388,1.3722750038773726
1,R1: Growth / trend,vix_change_5d,-0.31381502868123134,-0.7721135755210146
1,R1: Growth / trend,vix_level,17.562601106015244,-0.4178635051430452
2,R2: Stress / risk-off,cpi_yoy,0.037744044234106267,1.046168512264451
2,R2: Stress / risk-off,dgs10_level,2.6000970873786406,-0.10722158129755822
2,R2: Stress / risk-off,gld_ret_20d,0.010074352556637507,0.17620360512389277
2,R2: Stress / risk-off,nfci_level,-0.42400475728155346,1.343068951940183
2,R2: Stress / risk-off,spy_drawdown_60d,-0.08452846964002811,-1.40976848837244
2,R2: Stress / risk-off,spy_ret_20d,-0.04364744778825249,-1.413116726383865
2,R2: Stress / risk-off,spy_vol_20d,0.015111441347422493,1.3845916372381442
2,R2: Stress / risk-off,tlt_ret_20d,0.0030268737105867386,0.6711736611309306
2,R2: Stress / risk-off,tnx_level,2.5987281498399755,-0.09908766218884119
2,R2: Stress / risk-off,unrate_level,4.261165048543689,-0.9821881484504265
2,R2: Stress / risk-off,vix_change_5d,1.2202913228747914,1.4121564271094917
2,R2: Stress / risk-off,vix_level,25.042136025660245,1.3789926776101193
