stage,trial_id,candidate_id,algorithm,seed,timesteps,train_steps,params_json,model_path,error,validation_weeks,validation_cumulative_return,validation_annualized_return,validation_annualized_volatility,validation_annualized_excess_return,validation_sharpe_ratio,validation_sortino_ratio,validation_max_drawdown,validation_calmar_ratio,validation_average_turnover,validation_total_transaction_cost,validation_win_rate,validation_mean_reward
stage1,stage1_dqn_000_seed7,dqn_000,dqn,7,100000,100000,"{""batch_size"": 256, ""buffer_size"": 250000, ""exploration_final_eps"": 0.05, ""exploration_fraction"": 0.15, ""gamma"": 0.99, ""learning_rate"": 0.0001, ""target_update_interval"": 2000}",,,104.0,-0.19609348344775068,-0.10339165933377059,0.14871063644622184,-0.13184568831982083,-0.8881121497422897,-1.3972462886591919,-0.282176355198845,-0.366407948181598,0.3980769230769231,0.041400000000000006,0.47115384615384615,-0.002826129156475116
stage2,stage2_dqn_000_seed7,dqn_000,dqn,7,500000,500000,"{""batch_size"": 256, ""buffer_size"": 250000, ""exploration_final_eps"": 0.05, ""exploration_fraction"": 0.15, ""gamma"": 0.99, ""learning_rate"": 0.0001, ""target_update_interval"": 2000}",,,104.0,-0.3253761005044624,-0.1786450831123384,0.15230774581891232,-0.21871906119004084,-1.4396861475293712,-2.2016833797698254,-0.3865194170981263,-0.46218915586066267,0.3596153846153846,0.0374,0.4423076923076923,-0.0045279672370089705
stage3,stage3_dqn_000_seed7,dqn_000,dqn,7,2000000,2000000,"{""batch_size"": 256, ""buffer_size"": 250000, ""exploration_final_eps"": 0.05, ""exploration_fraction"": 0.15, ""gamma"": 0.99, ""learning_rate"": 0.0001, ""target_update_interval"": 2000}",output/jump_rl_long_dqn/checkpoints/stage3_dqn_000_seed7.zip,,104.0,-0.07848611934764049,-0.04004485487479181,0.1487867128802046,-0.06370816550156921,-0.42959517540757175,-0.6772998433593707,-0.2390825593107162,-0.16749383556141695,0.5,0.052000000000000005,0.4807692307692308,-0.001507195813760019
