bundle,n_states,n_pca,covariance_type,selected_seed,dev_start,dev_end,internal_train_end,pca_explained_variance,random_seed,val_ll_per_step,interpretability_score,interpretability_tier,score_A_profile_separation,score_B_naming,score_C_temporal,score_D_downstream,feature_preset,selection_role,selection_reason
k3,3,10,full,42,2014-07-01,2020-12-31,2018-12-31,0.9666,42,-126.71020752256126,7,High,2,1,2,2,regime_core,k3,Best valid K=3 survivor under the interpretability-first rule.
