week_end,news_finbert_compound_spy,news_finbert_compound_tlt,news_finbert_compound_gld,news_finbert_compound_vix,news_finbert_compound_tnx
2014-06-27,0.0231530554592609,0.2533564493060112,-0.9406419806182384,0.289378248155117,-0.5725262425839901
2014-07-04,-0.1436591818928718,0.002466931939125,-0.742948442697525,-0.2050873637199401,0.7879300732165575
2014-07-11,0.024327103048563,0.122721130028367,0.8952818904072046,0.0286663267761468,0.1227210843935608
2014-07-18,0.0535274818539619,0.5511650890111923,0.0362685099244117,-0.1056291945278644,0.3607120625674724
2014-07-25,0.0173044744879007,-0.8798656295984983,-0.9125408865511416,0.0356316827237606,-0.8798655923455954
2014-08-01,-0.3561256863176822,0.0161475501954555,-0.4146965444087982,-0.9434796581044792,-0.0404415428638458
2014-08-08,0.0213823858648538,0.1994110159575939,-0.4587467461824417,0.479604966007173,0.2328715678304433
2014-08-15,0.6417025625705719,-0.914573572576046,0.1836487129330635,-0.0041616074740886,-0.9145731274038552
2014-08-22,-0.6958156079053879,0.0344823040068149,-0.443645566701889,0.7551899217069149,-0.3499381840229034
2014-08-29,0.0060650054365396,-0.1119860112667083,-0.5427314937114716,0.0412805723026394,0.0333907231688499
2014-09-05,0.1007368480786681,-0.9561919877305628,-0.1011646762490272,0.0522402133792638,0.0295298174023628
2014-09-12,-0.8728667926043272,-0.2018109802156686,-0.945189580321312,-0.0280904956161975,-0.2018111795186996
2014-09-19,0.2240785779431462,0.0074038952589035,-0.8592992275953293,-0.0747587531805038,-0.1106028370559215
2014-09-26,-0.5653594247996807,0.0276331659406423,-0.0062214620411396,0.010030148550868,0.9245184361934662
2014-10-03,0.0045012086629867,-0.2949450761079788,-0.8249182216823101,0.1307577863335609,-0.056037351489067
2014-10-10,-0.6303745806217194,-0.4745644703507423,0.7194755524396896,-0.017730988562107,-0.0982976257801055
2014-10-17,-0.0228769443929195,-0.9433395378291608,0.9104434102773666,0.5795188248157501,-0.9498200826346874
2014-10-24,-0.0218054447323083,-0.0412560869008302,-0.0574215650558471,-0.3043736778199672,-0.1653566006571054
2014-10-31,-0.0313879586756229,-0.0101080648601055,-0.0320467706769704,0.0391857661306858,-0.4046909809112549
2014-11-07,0.0162351634353399,0.355530908331275,-0.3947118669748306,0.6128571648150682,-0.0996879376471042
2014-11-14,-0.443287193775177,-0.0885982513427734,-0.0710478127002716,0.0231017246842384,-0.0885982513427734
2014-11-21,0.2278742864727974,-0.8207352347671986,-0.9628192884847522,0.072949718683958,-0.8207352347671986
2014-11-28,0.3872694652527571,-0.8947576060891151,-0.5060668401420116,0.1562490835785865,-0.8947576060891151
2014-12-05,0.049280434846878,-0.0089684054255485,-0.134289214387536,0.0233083870261907,-0.0089684054255485
2014-12-12,-0.922192133963108,-0.4088838994503021,-0.0345691237598657,-0.4270408600568771,-0.8531128540635109
2014-12-19,-0.0047061443328857,-0.9272034568712116,0.1408201120793819,-0.1220718771219253,-0.9272034270688893
2014-12-26,-0.1743365861475467,0.4446109812706709,-0.0678152218461036,0.7366001848131418,0.2030252730473876
2015-01-02,-0.621598944067955,0.5852380879223347,0.5455528013408184,-0.948498466052115,0.5852383878082037
2015-01-09,0.0323022007942199,0.0317363664507865,-0.9430523244664072,-0.9583367025479674,-0.0101662911474704
2015-01-16,0.7291847821325064,-0.954865699633956,-0.5576900318264961,0.009471645578742,-0.0736113227903842
2015-01-23,0.3753417283296585,0.0270241796970367,-0.6755173616111279,0.2781374640762806,-0.1404405236244201
2015-01-30,0.1266017649322748,0.0383511185646057,-0.0264628380537033,0.5145979262888432,0.0383511744439601
2015-02-06,-0.0081436969339847,0.1887893909588456,-0.9535661153495312,-0.0147340521216392,0.1124816117808222
2015-02-13,0.9218404572457076,-0.9429396903142332,-0.0288737975060939,-0.125201404094696,-0.9429396791383624
2015-02-20,-0.3246309831738472,0.2110700011253357,-0.1069045588374137,0.6856181174516678,0.2110692113637924
2015-02-27,-0.1787202693521976,-0.7590769585222006,-0.7419056948274374,-0.4429448246955871,-0.0080989561975002
2015-03-06,-0.0948966890573501,-0.4692208506166935,-0.8256175294518471,0.1408807514235377,-0.2295796647667884
2015-03-13,-0.0089559257030487,0.3548975377343595,0.6036638915538788,-0.0032086223363876,-0.4047843925654888
2015-03-20,-0.0053215622901916,-0.4671707171946764,-0.0007550567388534,0.0208133682608604,0.0135508924722671
2015-03-27,-0.6032002344727516,-0.0102335736155509,-0.3175659328699112,0.0406908579170703,-0.0102335847914218
2015-04-03,-0.1174022927880287,-0.634161252528429,-0.9548466075211764,-0.0464561339467763,-0.5216425824910402
2015-04-10,-0.0026791766285896,-0.5006195716559887,0.1177902054041624,-0.3931783139705658,-0.2955145072191953
2015-04-17,0.0135536305606365,-0.0989556908607482,0.5953836888074875,-0.8202793188393116,-0.0989557653665542
2015-04-24,0.03405287489295,0.0362053588032722,-0.9602968050166965,-0.8302248083055019,0.0362053662538528
2015-05-01,0.0612241178750991,0.2792175523936748,-0.0567650850862264,0.1077329311519861,0.2792176753282547
2015-05-08,0.0520281642675399,-0.0363799594342708,-0.6125175952911377,0.8865746036171913,-0.0055246129631996
2015-05-15,-0.7290485929697752,0.0428257435560226,-0.0068369172513484,-0.0481470339000225,0.0428257435560226
2015-05-22,0.0435275584459304,-0.5216432753950357,0.1258738841861486,-0.0551849864423275,-0.5216425824910402
2015-05-29,-0.0843434110283851,-0.0074953306466341,0.1408417038619518,-0.416911881417036,-0.0074952933937311
2015-06-05,-0.2528895363211632,-0.7451667673885822,0.1099503319710493,-0.0370279550552368,-0.7451668418943882
2015-06-12,-0.0155276581645011,-0.7751026377081871,0.5761917680501938,0.0377128347754478,0.0135110020637512
2015-06-19,-0.0022550821304321,0.7096251025795937,-0.0222508385777473,0.814604002982378,0.7096251025795937
2015-06-26,-0.166048901155591,-0.7283543422818184,0.0675851413980126,0.0029261708259582,0.1674134526401758
2015-07-03,-0.0040555726736783,0.0144937764853239,-0.3411486074328422,0.285594642162323,0.0144937876611948
2015-07-10,-0.2607906721532345,-0.0694152973592281,-0.0129992254078388,-0.1180148310959339,-0.0694156400859355
2015-07-17,0.0734077710658311,-0.7629088163375854,0.0240256711840629,0.1376583203673362,-0.7629079222679138
2015-07-24,-0.4003580324351787,0.3505705967545509,-0.8645619936287403,-0.0023630931973457,0.063347547315061
2015-07-31,-0.0041464902460575,-0.1280640438199043,0.0054495446383953,-0.9446235932409764,-0.1280640438199043
2015-08-07,-0.0843572318553924,-0.6597702857106924,-0.2395799309015274,-0.0084498971700668,-0.6597702857106924
2015-08-14,0.073653943836689,-0.0156679451465606,-0.845870815217495,-0.0107963345944881,-0.0156679451465606
2015-08-21,0.1095118820667266,0.1205459255725145,-0.2016926184296608,-0.9245504289865494,0.1205459255725145
2015-08-28,-0.1035928688943386,0.0274000223726034,-0.5327949970960617,-0.0081382691860198,0.0274000223726034
2015-09-04,-0.8219837713986635,-0.4352308213710785,0.1572821214795112,-0.100489255040884,-0.4352308213710785
2015-09-11,-0.0179316718131303,0.0464037545025348,-0.936561736278236,-0.8510587699711323,-0.5100662112236023
2015-09-18,-0.424205157905817,0.0573483482003212,0.6465985365211964,0.0438176430761814,0.0573483482003212
2015-09-25,0.1208822876214981,0.0408630520105361,-0.930182073265314,0.5613803267478943,0.0408630520105361
2015-10-02,0.0239282771944999,0.8171020001173019,-0.8662488162517548,-0.0580834224820137,-0.2960483282804489
2015-10-09,-0.1290654055774212,-0.037721186876297,-0.8878437764942646,-0.1114972829818725,-0.0019804835319519
2015-10-16,0.0438499078154563,0.0553249474614858,0.1254976466298103,-0.0008835941553115,-0.7654752843081951
2015-10-23,0.0034351497888565,-0.2657781653106212,0.0105934590101242,-0.0082644075155258,-0.2657781653106212
2015-10-30,-0.0429959297180175,0.0252533853054046,-0.8639266677200794,0.0368085782974958,0.0252533853054046
2015-11-06,-0.1755708996206522,-0.8663920853286982,-0.9486942915245892,-0.1684226393699646,-0.3564780093729496
2015-11-13,0.0820681741461157,-0.2716464456170797,-0.9312816709280014,0.0524045340716838,-0.2716464456170797
2015-11-20,-0.8671708516776562,0.050863079726696,0.9235172532498837,0.0022887997329235,0.1083637624979019
2015-11-27,0.0857712402939796,-0.303260438144207,0.6405261904001236,0.0136240273714065,-0.303260438144207
2015-12-04,0.0092874635010957,-0.5434875041246414,-0.0187682658433914,0.0494050532579422,-0.0288866981863975
2015-12-11,-0.1273805871605873,0.0209650360047817,0.540777962654829,-0.1481932401657104,0.0508968699723482
2015-12-18,0.5270855501294136,0.2793768532574177,-0.0131276901811361,0.0477579981088638,0.0209785662591457
2015-12-25,-0.0047186873853206,-0.234037309885025,-0.9405571110546588,0.0557277835905551,-0.234037309885025
2016-01-01,-0.9301647320389748,0.0800913013517856,-0.5033492147922516,-0.0592984072864055,0.0800913013517856
2016-01-08,-0.0255819130688905,-0.6010140925645828,-0.9248152207583188,0.149071354418993,-0.6010140925645828
2016-01-15,-0.4900382962077856,-0.0782664120197296,0.2450291514396667,-0.9413426602259278,0.1130134910345077
2016-01-22,-0.5565079227089882,0.8984676133841276,0.3637696057558059,0.0077783837914466,0.0466075837612152
2016-01-29,-0.2596788760274648,0.6307411044836044,-0.0222981926053762,0.0270911157131195,-0.7913204021751881
2016-02-05,0.0978849809616804,-0.3810498155653476,0.8513375669717789,-0.0152244493365287,-0.3810499794781208
2016-02-12,-0.030690774321556,-0.6426088139414787,0.0215173792093992,0.8007584623992443,-0.6426084265112877
2016-02-19,0.0030185505747795,-0.7488816920667887,0.8948999550193548,-0.762384120374918,-0.93859086278826
2016-02-26,-0.162554133683443,-0.9304796801880002,0.8685041656717658,0.8178185159340501,-0.4206524342298507
2016-03-04,-0.1236672531813383,-0.5004694648087025,-0.933499526232481,0.4365961253643036,0.1564788222312927
2016-03-11,-0.0687175951898098,-0.9519297340884804,-0.8580705858767033,-0.0539454072713851,-0.5151199586689472
2016-03-18,0.0491241794079542,0.1001703925430774,-0.9050548430532216,0.0135760568082332,-0.2838248144835233
2016-03-25,-0.4959669951349497,0.8978644274175167,-0.917093163356185,-0.019689068198204,0.8978643082082272
2016-04-01,-0.0021136403083801,-0.9324639402329922,0.92061217315495,-0.0210417509078979,0.1874786373227834
2016-04-08,-0.1421795487403869,0.0160998441278934,0.0515518523752689,0.0163460709154605,0.0219257157295942
2016-04-15,-0.0291311033070087,0.2718385308980942,0.1219282951205968,-0.0006821863353252,0.0025080926716327
2016-04-22,0.0242684781551361,0.8015461042523384,0.0240921694785356,-0.6042063683271408,-0.0508733093738555
2016-04-29,0.0039135999977588,0.0692003527656197,0.0062429197132587,0.1117825387045741,-0.0221098661422729
2016-05-06,-0.0412679798901081,0.2846786370500922,0.7250181045383215,-0.0412679873406887,-0.9503138735890388
2016-05-13,0.0853939857333898,0.0280228462070226,-0.7670368663966656,0.0294300131499767,-0.9619170846417546
2016-05-20,0.0203788056969642,-0.9578777747228742,0.0203787982463836,-0.7467561885714531,-0.9578777747228742
2016-05-27,0.0066467709839344,0.0645194351673126,-0.8258066326379776,-0.8317208215594292,-0.3575975410640239
2016-06-03,-0.0040604621171951,0.0962494304403662,0.1133431643247604,-0.6857180260121822,-0.4265024326741695
2016-06-10,-0.211802115663886,-0.9587018098682164,0.5071170181035995,0.0881989952176809,-0.9587018098682164
2016-06-17,0.0189828481525182,-0.8613153547048569,0.0480158906430006,-0.0009441561996936,0.1524710729718208
2016-06-24,-0.932210492901504,-0.7722643092274666,-0.8478543348610401,0.0190074145793914,-0.7722643092274666
2016-07-01,-0.0014651305973529,-0.0056809671223163,-0.1049529910087585,-0.0230563692748546,-0.0056809671223163
2016-07-08,-0.8332071825861931,-0.7294758837670088,-0.8872536532580853,-0.9316573888063432,-0.7294758837670088
2016-07-15,0.6796132475137711,-0.1265195608139038,-0.0156436339020729,-0.165761511772871,0.1568254204466939
2016-07-22,-0.0309017729014158,0.0745029188692569,-0.9447095803916454,-0.3835966438055038,0.0745029188692569
2016-07-29,-0.4857587218284607,-0.113709170371294,0.1675582379102707,0.124136658385396,-0.186892032623291
2016-08-05,-0.0572837181389331,-0.926462460309267,0.0414971858263015,0.0157046001404523,-0.7892837300896645
2016-08-12,-0.175639096647501,0.038494948297739,-0.0471748225390911,-0.0334840230643749,0.038494948297739
2016-08-19,-0.0535123795270919,0.0262324512004852,-0.0308740139007568,0.1032401090487837,0.0227667670696973
2016-08-26,0.0162408612668514,-0.4334668964147568,0.0438529253005981,0.0082231685519218,0.1943029295653104
2016-09-02,0.0300658196210861,0.8409454561769962,0.0368747878819704,-0.0407764092087745,0.0539022870361804
2016-09-09,-0.9468701854348184,-0.6264025382697582,0.0368747878819704,-0.3216648548841476,-0.6264026500284672
2016-09-16,-0.0152380913496017,-0.8422619812190533,0.1706998124718666,-0.1672328636050224,-0.8422619681805372
2016-09-23,-0.2572062760591507,-0.6844277307391167,0.0621045976877212,0.4328309148550033,0.0472285971045494
2016-09-30,0.0276790633797645,-0.0565235260874033,0.4880070202052593,0.8394097052514553,-0.0565235409885644
2016-10-07,0.0483715683221817,0.0217183679342269,-0.9491635374724864,-0.0063437037169933,-0.931237580254674
2016-10-14,0.0150810834020376,0.0238693971186876,-0.0020615570247173,-0.8960598530247808,-0.5033814534544945
2016-10-21,-0.3319204226136207,0.5083787515759468,0.212069384753704,-0.0064102597534656,0.0114021673798561
2016-10-28,0.2679284140467644,0.8366557210683823,-0.8413180112838745,-0.7712546773254871,-0.0770917423069477
2016-11-04,0.058402681723237,-0.007843192666769,0.9307665042579174,0.2201351197436452,-0.0078431479632854
2016-11-11,-0.5856732483953238,-0.9058536998927592,-0.3903075456619262,-0.8266377337276936,-0.9058536905795336
2016-11-18,0.0751877855509519,-0.1390924751758575,-0.9635793454945089,0.0450000576674938,-0.1390923857688903
2016-11-25,-0.94204618409276,-0.6938454061746597,-0.0177124198526144,0.8442335836589336,-0.0699960179626941
2016-12-02,0.0205475986003875,-0.9012681823223828,-0.0366724133491516,-0.9167231637984514,-0.0870103389024734
2016-12-09,-0.0594275631010532,0.9253720957785844,0.1831821352243423,0.1329893432557582,-0.4885638635605573
2016-12-16,-0.1071689836680889,0.050630010664463,0.0121594443917274,-0.0037271194159984,-0.0315542109310627
2016-12-23,0.0197696834802627,-0.6139810532331467,0.1681922376155853,-0.8174083177000284,-0.6139827743172646
2016-12-30,0.0539452526718378,-0.0410485565662384,0.3943791016936302,0.7092150300741196,-0.0410487353801727
2017-01-06,0.0081446021795272,-0.7189525254070759,-0.1602693200111389,0.6408583670854568,-0.0836276374757289
2017-01-13,-0.0385477934032678,0.3466547774150967,-0.7033932730555534,0.0596577543765306,-0.0618840157985687
2017-01-20,0.0047135297209024,-0.9387676911428572,-0.0470739975571632,0.1582508590072393,0.2740719094872474
2017-01-27,0.0218074489384889,0.1994658261537552,-0.0278018042445182,-0.749471127986908,-0.1111998409032821
2017-02-03,0.1249290779232978,0.784198947250843,0.0884250421077013,-0.2425384074449539,-0.0129795484244823
2017-02-10,-0.1824646070599556,-0.0231826324015855,-0.7369896974414587,-0.154964905232191,-0.0153364315629005
2017-02-17,-0.1600231081247329,0.827355207875371,0.1395189352333545,0.00783197209239,-0.4464329555630684
2017-02-24,-0.003686036914587,-0.8508617393672466,-0.6322928965091705,-0.1637747660279274,-0.4441258050501346
2017-03-03,0.0174139216542243,0.0412351414561271,0.8761192373931408,-0.1687773913145065,-0.0324313882738351
2017-03-10,-0.0894157867878675,-0.0138760842382907,0.0722850505262613,-0.0581525042653083,0.0361653696745634
2017-03-17,-0.8648995347321033,0.0166011080145835,-0.9316394114866852,0.0833835564553737,0.0166011098772287
2017-03-24,0.864020150154829,0.0117733925580978,-0.9270478282123804,-0.1432949267327785,0.0117733478546142
2017-03-31,-0.0147208049893379,-0.364787470549345,-0.0421226862818002,-0.1414676792919635,-0.1919223107397556
2017-04-07,-0.0019393302500247,0.0038654506206512,0.4573628380894661,0.1636117622256279,0.0038646757602691
2017-04-14,-0.7505829259753227,-0.6094335950911045,-0.0014073811471462,0.0058404877781867,0.67529800767079
2017-04-21,-0.1639960706233978,-0.0214859507977962,-0.9534196453168988,-0.591305997222662,-0.0214858092367649
2017-04-28,0.0110808014869689,-0.1758876591920852,0.8949182778596878,0.0634735133498907,-0.1758872121572494
2017-05-05,0.8291257843375206,0.0140767246484756,-0.1626362167298793,-0.3115283120423555,-0.0180906355381011
2017-05-12,-0.0484180524945259,-0.0198189839720726,-0.0416502468287944,-0.01742734760046,-0.9292404484003782
2017-05-19,-0.9543848233297468,-0.0012091547250747,-0.030707174912095,-0.6029556654393673,-0.8995962012559175
2017-05-26,0.0061557050794363,-0.6413595043122768,0.0607312582433223,0.0081840306520462,-0.6413599848747253
2017-06-02,-0.2597241047769785,0.0384352793917059,-0.0416502468287944,-0.1366382297128439,0.0384352793917059
2017-06-09,-0.6887394040822983,0.4486058354377746,-0.6532077044248581,0.1548577435314655,0.4486058354377746
2017-06-16,-0.9114622212946416,-0.4192832112312317,-0.92978126835078,0.009780965745449,-0.394907709211111
2017-06-23,-0.1898095924407243,-0.1775691509246826,-0.177567720413208,0.0137345604598522,-0.1775691509246826
2017-06-30,-0.8663553260266781,0.1840303614735603,-0.909832924604416,0.1853221412748098,-0.1364974081516266
2017-07-07,0.1627438440918922,0.0002812035381793,0.0947376675903797,0.0149892978370189,0.0002812035381793
2017-07-14,-0.1112209670245647,-0.0059750080108642,0.2177738016471266,0.0198198854923248,0.0087244883179664
2017-07-21,0.0553978774696588,0.7019194439053535,0.8353723958134651,0.0932145826518535,-0.0480257291346788
2017-07-28,-0.2415338084101677,0.0077643860131502,0.5903638154268265,-0.9388646855950356,0.6050495728850365
2017-08-04,-0.2285290956497192,-0.8947787564247847,-0.4569009840488434,0.0064987018704414,0.0571775697171688
2017-08-11,-0.1150521300733089,0.0001425631344318,0.0076996050775051,0.0102718360722064,0.0001425631344318
2017-08-18,-0.1898095924407243,-0.0222282074391841,-0.0220947191119194,-0.0402011759579181,-0.747233934700489
2017-08-25,0.0453743785619735,0.0515281558036804,0.0201739538460969,0.07355397939682,0.0515281558036804
2017-09-01,-0.0068220645189285,-0.3962850868701935,-0.6507262364029884,0.0002519339323043,0.0764825893566012
2017-09-08,-0.076219217851758,0.0946240127086639,-0.4575662612915039,0.0182759463787078,0.0946240127086639
2017-09-15,-0.1898095794022083,-0.9403815306723118,-0.8952572606503963,-0.6386352144181728,-0.9403815306723118
2017-09-22,-0.3935604766011238,-0.0436334162950515,-0.937750088982284,-0.1420570611953735,-0.261640515178442
2017-09-29,0.0225717518478631,-0.6821617111563683,-0.7049748003482819,0.0859217494726181,-0.6821617111563683
2017-10-06,-0.8376096040010452,-0.3476598262786865,0.900963120162487,0.1412696950137615,-0.5658025704324245
2017-10-13,-0.002535842359066,-0.5541462302207947,-0.9569745240733027,-0.9336069580167532,-0.1251807101070881
2017-10-20,-0.1331385839730501,-0.7374782748520374,-0.4206310212612152,0.0095615610480308,-0.7374782748520374
2017-10-27,0.0483842408284544,-0.9452965278178452,0.0316049549728632,0.0668576844036579,-0.0023585781455039
2017-11-03,0.1925450693815946,-0.8536228090524673,-0.2090850323438644,-0.4519201666116714,-0.0259824488312006
2017-11-10,0.9096959307789804,-0.5334652736783028,-0.7804392874240875,0.6483073094859719,-0.5334652736783028
2017-11-17,0.0203193686902523,-0.6100848503410816,-0.8412271849811077,-0.3470191545784473,-0.6100848503410816
2017-11-24,0.0111619122326374,-0.8947980403900146,-0.1658368110656738,0.0633790493011474,-0.8947980403900146
2017-12-01,-0.5172823406755924,0.920640205964446,-0.6003784239292145,-0.0291199088096618,0.9206401938572526
2017-12-08,-0.1898095794022083,-0.7750414162874222,-0.1703461520373821,-0.006955187767744,-0.7750403955578804
2017-12-15,0.8037535231560469,0.0599864572286605,-0.4443426579236984,0.915455425158143,-0.2601236253976822
2017-12-22,0.028595395386219,-0.8319900706410408,0.0675316806882619,-0.9586622780188918,-0.8319902010262012
2017-12-29,-0.0946016069501638,-0.1061469763517379,0.8630606085062027,-0.9366908837109804,-0.1061439216136932
2018-01-05,0.0519580356776714,0.3149930741637945,-0.5283200591802597,0.0247751213610172,-0.941679885610938
2018-01-12,0.0078242700546979,0.3402595892548561,0.751605112105608,-0.0599578768014907,-0.1862398982048034
2018-01-19,-0.911205886863172,-0.9297528974711896,0.8754687830805779,0.0384495826438069,-0.8645190969109535
2018-01-26,-0.8048157524317503,-0.9542438723146917,0.5957086011767387,-0.2882115244865417,-0.9542438657954336
2018-02-02,0.0381688214838504,0.6979502718895674,-0.0280500873923301,-0.0127575490623712,0.6979506891220808
2018-02-09,-0.2713873796164989,-0.9015500433743,-0.0592984072864055,-0.1876953691244125,-0.628959447145462
2018-02-16,-0.1073441039770841,-0.5671748071908951,-0.6399255394935608,-0.6470829658210278,-0.5671738684177399
2018-02-23,-0.3011591676622629,-0.0182877928018569,0.6761355251073837,-0.8558684848248959,-0.0182878971099853
2018-03-02,-0.0200647823512554,-0.8433676064014435,0.1453158296644687,-0.1440750621259212,-0.2385661881417036
2018-03-09,-0.6334099657833576,-0.0256276279687881,-0.6156385987997055,0.0982588026672601,-0.2627152875065803
2018-03-16,0.3405918348580599,-0.8839231543242931,0.7757471352815628,0.8838071301579475,-0.8839232884347439
2018-03-23,-0.5193686187267303,0.1261375993490219,0.0558637753129005,-0.5193688422441483,0.1261376813054084
2018-03-30,-0.0872516557574272,-0.2192775625735521,-0.9114719778299332,0.7982899360358715,-0.0434887148439884
2018-04-06,0.2384052872657776,-0.0396167337894439,-0.376531183719635,0.0669642984867096,-0.039616972208023
2018-04-13,-0.1156045645475387,-0.8029861226677895,-0.7006968110799789,-0.1592827700078487,0.2062358241528272
2018-04-20,-0.0410328675061464,0.8734180517494678,0.7915366739034653,0.4158544912934303,0.0972550213336944
2018-04-27,-0.5423713102936745,0.0444450713694095,0.6833018660545349,0.0635302662849426,0.8715325482189655
2018-05-04,0.6643396727740765,0.136329784989357,-0.2745901048183441,-0.0072316825389862,-0.8472502212971449
2018-05-11,-0.8184025697410107,0.771592415869236,-0.6548957824707031,-0.9481158182024956,0.1553129255771637
2018-05-18,-0.0125193987041711,0.826135091483593,-0.9049353497102856,0.0259512513875961,0.826135091483593
2018-05-25,-0.0019770823419094,-0.8384705521166325,-0.9290761481970548,0.0290909223258495,-0.1516276374459266
2018-06-01,-0.0036282837390899,-0.9420788595452904,0.040999099612236,-0.8724684342741966,-0.9420788595452904
2018-06-08,-0.0381629802286624,0.201422780752182,0.0732220085337758,0.0588368475437164,0.865456260740757
2018-06-15,0.0308905690908432,0.0548549890518188,-0.0001558326184749,-0.7417882457375526,0.0548549890518188
2018-06-22,-0.1171993836760521,-0.5800354611128569,-0.9369210172444582,-0.0253026634454727,0.4334180131554603
2018-06-29,-0.5630686022341251,0.0145086012780666,0.8367440029978752,0.0140115357935428,0.0145086012780666
2018-07-06,-0.1898094210773706,-0.7967844679951668,-0.9525652369484304,0.0478707626461982,0.0037015378475189
2018-07-13,0.0084101408720016,-0.8623308278620243,0.8367440029978752,-0.0790140852332115,-0.398822009563446
2018-07-20,-0.1898094210773706,0.0030421763658523,-0.0270176958292722,0.7805096581578255,0.0030421763658523
2018-07-27,-0.1898094210773706,-0.6381409913301468,0.3990068137645721,-0.761310838162899,-0.6381409913301468
2018-08-03,-0.1950462535023689,-0.9514539260417224,-0.1814483106136322,0.0270703919231891,-0.5270623862743378
2018-08-10,-0.7435235772281885,0.0974506437778472,0.1411171108484268,0.8667431212961674,0.0974506437778472
2018-08-17,-0.0832572914659977,-0.2141667157411575,-0.9678489533253014,0.0711580198258161,-0.2141667157411575
2018-08-24,-0.0273735113441944,-0.0073752999305725,0.8367440029978752,-0.0011303089559078,-0.0073752999305725
2018-08-31,0.0133307389914989,-0.3368884325027466,-0.6134272664785385,-0.8910875720903277,-0.3368884325027466
2018-09-07,-0.930150688625872,0.0278804302215576,0.8367440029978752,-0.0895830802619457,-0.0204062834382057
2018-09-14,-0.513958603143692,0.1126157864928245,-0.4839871376752853,0.7093436662107706,0.0535853076726198
2018-09-21,-0.1018158942461013,0.3498825803399086,0.0186576843261718,-0.9611972430720924,0.0264665931463241
2018-09-28,-0.1898095924407243,-0.6852156594395638,-0.9572429982945324,-0.9378768457099796,-0.3600738160312176
2018-10-05,-0.8659899421036243,0.5868218429386616,-0.7643777839839458,-0.7021294943988323,-0.0757819265127182
2018-10-12,-0.7088926509022713,-0.8922782577574253,0.1227894742041826,0.4943948183208704,-0.8922782577574253
2018-10-19,0.8741945903748274,-0.0447220243513584,0.8723006285727024,-0.104768730700016,0.0111919902265071
2018-10-26,0.1026788055896759,-0.1152945756912231,0.1114855837076902,-0.0034754369407892,-0.1152945756912231
2018-11-02,-0.1803775802254676,-0.9446506416425108,-0.0254623815417289,0.6558806765824556,-0.9446506416425108
2018-11-09,-0.0142938271164894,0.6095742285251617,-0.8892320562154055,-0.3792676627635956,-0.9516244595870376
