week_end,week_last_trade_date,split,regime,regime_name,x_jm_pc1,x_jm_pc2,x_jm_pc3,x_jm_pc4,x_jm_pc5,x_jm_pc6,x_jm_regime_distance_0,x_jm_regime_distance_1,x_jm_regime_distance_2,x_jm_regime_distance_3,x_jm_regime_score_0,x_jm_regime_score_1,x_jm_regime_score_2,x_jm_regime_score_3,x_jm_regime_duration_weeks,x_jm_stress_score,x_jm_regime_changed,x_regime_0,x_regime_1,x_regime_2,x_regime_3,y_next_return_spy,y_next_return_tlt,y_next_return_gld,y_best_asset_id,y_best_asset
2015-02-27,2015-02-27,train,0,R0: Calm / risk-on,0.23492517907599353,-0.6067397586572767,0.23703961966096054,-0.6055006513862554,0.797835676669928,-1.547008355263862,-0.9051234249431219,-0.2967052450720992,-0.25715323486227815,-0.4914380295853325,1.860888707915762,-0.9697596952960141,-0.8349691734760015,-0.2448158533218709,-0.1835893783818762,-0.2448158533218709,0,1,0,0,0,-0.0150001399438125,-0.0446940932473837,-0.0370179314410649,0,SPY
2015-03-06,2015-03-06,train,0,R0: Calm / risk-on,0.2223353199647286,-0.11297077009100336,-0.5459088075714839,1.3204127450096483,0.7652876861403144,-4.236116386465607,0.13860895554615535,0.6279022801654387,0.5844822150399256,0.865380411065937,1.7535939456473542,-1.0036406675471707,-0.6732226970566427,-0.2517527454199438,-0.1435800989277475,-0.2517527454199438,0,1,0,0,0,-0.0080485463023616,0.0260724413875705,-0.008760981151317,1,TLT
2015-03-13,2015-03-13,train,0,R0: Calm / risk-on,0.5082128467649117,0.40289390509572026,0.05560510457961701,0.35116964773984516,0.048268430879893374,-1.7877320611953802,-0.6762587772050274,-0.34027998506461055,-0.543474294578281,-0.47896747188197003,0.6424487990301511,-0.6046526107643655,0.1598131514909225,-0.243589853500645,-0.1035708194736188,-0.243589853500645,0,1,0,0,0,0.0268144693309591,0.0378004142735706,0.0242604843798672,1,TLT
2015-03-20,2015-03-20,train,0,R0: Calm / risk-on,0.366354571774562,-0.39516175014912125,0.7690041621001045,-0.4045725110926833,0.8934675818830592,-0.47893085385946943,-0.8639869213898307,-0.3924057971639427,-0.5232852830396767,-0.679271151508607,1.1775901118781447,-0.7654097180016411,-0.28179307348696153,-0.2395490038753596,-0.0635615400194901,-0.2395490038753596,0,1,0,0,0,-0.0221947199466878,-0.0034218808169569,0.0131196431079805,2,GLD
2015-03-27,2015-03-27,train,0,R0: Calm / risk-on,0.45639973776374876,0.25364592658205704,0.3011160658799553,0.3363144645300521,0.7485038743965264,-1.6253557827066012,-0.7436150648167527,-0.3467947940342455,-0.5673824414042018,-0.30570458429108954,0.8035382803292399,-0.7277077569204214,0.10912048749495103,-0.248903490751697,-0.02355226056536141,-0.248903490751697,0,1,0,0,0,0.0034023776789902,-0.0004299786109179,0.0019120565389467,0,SPY
2015-04-03,2015-04-02,train,0,R0: Calm / risk-on,0.5458881761600736,-0.21834031430202544,0.8769115438313783,0.34781342987478747,0.46009947042580895,-0.9356338626894443,-0.7684999334803587,-0.34226217254123753,-0.6144332642753686,-0.8950832866549829,0.7884659173395544,-0.8441738912935479,0.21467274090136487,-0.22353226876334734,0.01645701888876729,-0.22353226876334734,0,1,0,0,0,0.0174384699818492,-0.0084913347159272,0.0059854480283891,0,SPY
2015-04-10,2015-04-10,train,0,R0: Calm / risk-on,0.04920467805451492,-0.7536829494259364,1.0572912994979857,0.5091295071071088,0.2904572551897986,-1.137969165701524,-0.6624044523371607,-0.2914470523255554,-0.47491971353951823,-0.7889580751317109,0.7981015157383174,-0.6592858639733569,0.018571732304583817,-0.22382168212256034,0.05646629834289599,-0.22382168212256034,0,1,0,0,0,-0.0099504855552593,0.0141186490621689,-0.0031905039466014,1,TLT
2015-04-17,2015-04-17,train,0,R0: Calm / risk-on,0.36599243214561855,-0.06258244123629098,0.7656967273224276,-0.10725648578337697,-0.5895543231377602,-1.1277435119566694,-0.7416708515658987,-0.4081094377959424,-0.6411477246058812,-0.9931059419927305,0.5438022189871561,-0.6347317352797978,0.2689354782572195,-0.21537936798602117,0.09647557779702469,-0.21537936798602117,0,1,0,0,0,0.0177925046965723,-0.0181058575193521,-0.0220587842216464,0,SPY
2015-04-24,2015-04-24,train,0,R0: Calm / risk-on,-0.018624758582429606,-0.8101207748476553,1.1183219748636646,0.7045623804924792,0.34770778330943536,-1.3351181271580053,-0.5784511986844557,-0.21703930357631315,-0.41456155365553565,-0.6700877451490768,0.7733074690694113,-0.6755488782733506,0.06660774797664133,-0.2273922945820846,0.1364848572511534,-0.2273922945820846,0,1,0,0,0,-0.0043937670147319,-0.0373086256538821,0.0002653585005489,2,GLD
2015-05-01,2015-05-01,train,0,R0: Calm / risk-on,-0.07266241600729764,-0.5121575893952588,0.21559759693500238,0.8012978840438957,0.3833734414944527,-2.1393138225007653,-0.6198191527816527,-0.2623538928545849,-0.31605011721872034,-0.35433731163626603,0.982588577359808,-0.49411658139837106,-0.3310323430529006,-0.24410170866598804,0.17649413670528208,-0.24410170866598804,0,1,0,0,0,0.0042709154246101,-0.0120163636216481,0.0078705286101616,2,GLD
2015-05-08,2015-05-08,train,0,R0: Calm / risk-on,-0.15267129894772904,-0.29377822843710893,0.26358037524606465,0.3322492352497052,0.2902510340850324,-1.573549516081355,-0.7571848252377665,-0.4737617446186848,-0.5265309125320768,-0.3832309775315793,0.6662684272379769,-0.2729110038018706,-0.1949244564993382,-0.24808548519060666,0.2165034161594108,-0.24808548519060666,0,1,0,0,0,0.0038746489520373,-0.007509180106637,0.0312362684957756,2,GLD
2015-05-15,2015-05-15,train,0,R0: Calm / risk-on,-0.14912094527361724,-0.3518863412660006,0.4042617434588793,0.1266406149849485,0.28749241428324657,-1.1658600948512023,-0.8050065675506161,-0.5279662743132,-0.5818444648119657,-0.500537452074548,0.6230871503048993,-0.24612302462506702,-0.17515522664957722,-0.24662281575858652,0.2565126956135395,-0.24662281575858652,0,1,0,0,0,0.0025894488400151,-0.0097875910480195,-0.0164213419996712,0,SPY
2015-05-22,2015-05-22,train,0,R0: Calm / risk-on,-0.23450750228956455,-0.6339045753526948,0.1480218579740718,0.549959980002471,0.13557252655566324,-1.3083480185790521,-0.7058545114341686,-0.45811335055186625,-0.42574731583845615,-0.6106759534802926,0.6660253802647957,-0.09880339752287835,-0.379143602310204,-0.2394013404551052,0.2965219750676682,-0.2394013404551052,0,1,0,0,0,-0.0086861688412016,0.0191867079307821,-0.0129757787179884,1,TLT
2015-05-29,2015-05-29,train,0,R0: Calm / risk-on,0.20992570624107257,-0.20318578835956166,-0.31211379802140515,-0.3731769751896336,-0.28528344072821116,-0.8995413366914071,-0.870825900666801,-0.550835045035127,-0.4626523718559151,-0.909526416677451,0.9177994957736574,-0.19072326950350157,-0.5803831427376939,-0.22867578781547174,0.3365312545217969,-0.22867578781547174,0,1,0,0,0,-0.006488241333178,-0.0395767644751755,-0.0163014954883934,0,SPY
