week_end,week_last_trade_date,split,regime,regime_name,x_jm_pc1,x_jm_pc2,x_jm_pc3,x_jm_pc4,x_jm_pc5,x_jm_pc6,x_jm_regime_distance_0,x_jm_regime_distance_1,x_jm_regime_distance_2,x_jm_regime_distance_3,x_jm_regime_score_0,x_jm_regime_score_1,x_jm_regime_score_2,x_jm_regime_score_3,x_jm_regime_duration_weeks,x_jm_stress_score,x_jm_regime_changed,x_regime_0,x_regime_1,x_regime_2,x_regime_3,y_next_return_spy,y_next_return_tlt,y_next_return_gld,y_best_asset_id,y_best_asset
2016-04-22,2016-04-22,train,1,R1: Growth / trend,-0.6884475599801132,-0.19075085663635055,1.4845445051506831,0.31769503232578855,0.08590799765121748,-0.7794383739247873,-0.2959231845167293,-0.31674738021875504,-0.6021905530587373,0.18091639068966817,-0.43317496111794407,-0.271952771721017,1.0393270519331081,-0.25307192295232955,-1.1038028058268363,-0.25307192295232955,0,0,1,0,0,-0.0126332425053131,0.0079463391327887,0.0488591243197193,2,GLD
2016-04-29,2016-04-29,train,1,R1: Growth / trend,-0.4490152817743798,0.44355398860521367,1.4038981217940798,-0.8918353625812201,-0.5907444247274455,-0.24928060609001873,-0.28322765225161256,-0.34246787694032105,-0.6540778610777118,0.2022547748823836,-0.5483381248782534,-0.2998024647903419,1.1964831527137414,-0.2534213542822049,-1.0637935263727076,-0.2534213542822049,0,0,1,0,0,-0.0029564284561548,0.0103000846537797,-0.003801061179969,1,TLT
2016-05-06,2016-05-06,train,1,R1: Growth / trend,-0.379180534946918,0.1545187567704403,1.5705617810880366,-0.41293338874924607,-0.8548729063856957,0.026245029702409012,-0.2586948067576474,-0.3448533611421027,-0.6828275155674948,-0.24347700074327328,-0.6299888291872303,-0.34976682058458425,1.3323991817230179,-0.24841458674052666,-1.023784246918579,-0.24841458674052666,0,0,1,0,0,-0.0046665762196681,0.0140284390814839,-0.0119337653601333,1,TLT
2016-05-13,2016-05-13,train,1,R1: Growth / trend,-0.17973003574516203,0.25532574351787224,1.7317308896106447,-0.44637456048726215,-0.9641856316710786,0.376658279840091,-0.17522022467308662,-0.27407668479723934,-0.6799534568579414,-0.3656712807230998,-0.7164179983072109,-0.5327322672563704,1.608324596425652,-0.2444122060932647,-0.9837749674644501,-0.2444122060932647,0,0,1,0,0,0.0035653732160196,-0.0161025790794526,-0.0164325036155156,0,SPY
2016-05-20,2016-05-20,train,1,R1: Growth / trend,-0.3373237593457893,-0.16131538353739114,1.4558129543085272,0.47364700013258276,-0.3844439428218671,-0.15646219639973274,-0.36325033560499426,-0.4074108629482548,-0.7314044710903383,-0.4749050900593255,-0.5517231729486515,-0.33980620490972113,1.2301753770182011,-0.24420518830911628,-0.9437656880103215,-0.24420518830911628,0,0,1,0,0,0.0231152292486822,-0.0023047992221667,-0.0341658705970294,0,SPY
2016-05-27,2016-05-27,train,1,R1: Growth / trend,-0.5640014094972604,-0.6236103719479363,1.2243826889800369,0.23101063362062313,-0.09606440337007323,0.0748244090855361,-0.39300005202361155,-0.4001302146973171,-0.539468701381907,-0.4301823290284828,-0.24209559525264954,0.07523015766252104,0.4657285014867765,-0.2429404636080768,-0.9037564085561928,-0.2429404636080768,0,0,1,0,0,0.0001903315502136,0.028139526726947,0.028195765692734,2,GLD
2016-06-03,2016-06-03,train,1,R1: Growth / trend,-0.46340519592577634,0.1447336050780191,1.4065669145346194,-1.299652988332402,-0.06862378994434204,-0.0379030270959497,-0.3628651144937588,-0.30395541849253865,-0.524784348636891,0.2760567633643044,-0.15967251336506694,-0.21295486655307222,0.6746819293521675,-0.2535128093719438,-0.8637471291020641,-0.2535128093719438,0,0,1,0,0,-0.0009985380228093,0.0116337553440857,0.0240578791758789,2,GLD
2016-06-10,2016-06-10,train,1,R1: Growth / trend,-0.2601415127972133,0.18589030517552568,1.0114947742104738,-1.3520728092179106,-0.36026421055661506,-0.3518012049674923,-0.5321256118600678,-0.3908404453860687,-0.5525407865620767,-0.0431314667870604,0.11457611799089563,-0.19551866246502128,0.34841379189208144,-0.25168985471600785,-0.8237378496479354,-0.25168985471600785,0,0,1,0,0,-0.0117866774004298,0.0061578629688576,0.0181534345593281,2,GLD
2016-06-17,2016-06-17,train,1,R1: Growth / trend,-0.08566079873372195,0.2336260914232676,0.8583352211148448,-1.3503390383904477,-0.5333402059238795,-0.370379729034048,-0.5818180670197366,-0.40776504935281555,-0.5621242686686085,-0.25318356818383314,0.21133332686564932,-0.23349068865450198,0.27542382980580443,-0.24908475886983011,-0.7837285701938067,-0.24908475886983011,0,0,1,0,0,-0.0158823362486897,0.0012540373837202,0.0165389520147694,2,GLD
2016-06-24,2016-06-24,train,1,R1: Growth / trend,0.7457270205976038,1.2268184778321387,0.2421705056698017,-1.5363458846029137,-0.3052756347781851,-0.676852173608673,-0.29484983973345924,-0.042417343301827753,-0.3028541590164807,0.15579325468146574,0.39486819211812874,-0.6157789516425998,0.45570645201096255,-0.2506106958560422,-0.743719290739678,-0.2506106958560422,0,0,1,0,0,0.0328674661342469,0.0371818632068772,0.0191270131913443,1,TLT
2016-07-01,2016-07-01,train,1,R1: Growth / trend,-0.06919377973891,-0.2301475893884225,1.4733042974578658,-1.226649878131061,1.3547447828194508,1.3364815343867282,-0.2564956679139559,-0.09319246706676579,-0.271823404683212,0.263190040543601,0.2543310876356377,-0.32922288479200107,0.3264959980270237,-0.2518130013627714,-0.7037100112855493,-0.2518130013627714,0,0,1,0,0,0.0130051833140492,0.0215545286068212,0.016431746360694,1,TLT
2016-07-08,2016-07-08,train,1,R1: Growth / trend,-0.1551891303104979,-0.13078282384531245,1.397672937690063,-1.6562984726627428,0.5416547061736067,0.4835071621473362,-0.42148300391178234,-0.1939237053547226,-0.35602480933771863,0.13003837497130513,0.4354161730853553,-0.38844157362285936,0.1832741255702042,-0.2516777074174819,-0.6637007318314206,-0.2516777074174819,0,0,1,0,0,0.0149539769695798,-0.0362814075643644,-0.0281949725261139,0,SPY
2016-07-15,2016-07-15,train,1,R1: Growth / trend,-0.5201644893877181,-0.6674196965384883,0.6281784870989848,-0.030632085815424728,0.8088130766941615,-1.2211615232275348,-0.6454926731004841,-0.3668484692359036,-0.3632090681777401,0.022599912287811396,0.7699350485021903,-0.22534551893582044,-0.3541042420582028,-0.25215013707040074,-0.6236914523772918,-0.25215013707040074,0,0,1,0,0,0.0065327348269943,0.0029635288185438,-0.0038631179274415,0,SPY
2016-07-22,2016-07-22,train,1,R1: Growth / trend,-0.5015594786544383,-0.4193157256331519,0.6962164250511593,-0.6509334264083213,0.23336513114819957,-0.4080352642417087,-0.6724980129464012,-0.5056441700807746,-0.5083286253249063,-0.18217754768213534,0.36168042268289324,0.05431926125811974,-0.17959012804799757,-0.2509984554866597,-0.5836821729231632,-0.2509984554866597,0,0,1,0,0,-0.000552204458759,0.0198833387127495,0.0208151743979374,2,GLD
2016-07-29,2016-07-29,train,1,R1: Growth / trend,-0.3615496351420354,-0.47061325339021093,0.30074137964050485,-1.6603158249888,-0.035102957953107,0.0016264774934941918,-0.6247646203985727,-0.38480438916324444,-0.2200571893858316,-0.21637306526905117,0.8130397183017287,0.036355265925211336,-0.6692536074296993,-0.24840933590630584,-0.5436728934690345,-0.24840933590630584,0,0,1,0,0,0.0048820646378577,-0.0233675842281897,-0.0110869338126047,0,SPY
2016-08-05,2016-08-05,train,1,R1: Growth / trend,-0.6276640505356494,-0.6898142589955617,0.2254844947512876,0.05998031443645556,0.08281156195576539,-1.3208663022683904,-0.6029578277223956,-0.4188405429045889,-0.31806700518678693,-0.18809370479851895,0.56169719529332,0.12490297578511263,-0.47600638942928597,-0.2493492876273115,-0.5036636140149058,-0.2493492876273115,0,0,1,0,0,0.0012830894251418,0.0150722098363751,-0.001176021342924,1,TLT
2016-08-12,2016-08-12,train,1,R1: Growth / trend,-0.5512393881358066,-0.4782738051844531,0.38197236751176045,-1.08931268605343,-0.28413500638806327,-0.3111110795412693,-0.6158240738996814,-0.47024399060006034,-0.35258184319272473,-0.2637131630331895,0.4400291018354588,0.25536192177986416,-0.4717473645222769,-0.24860799059921054,-0.4636543345607771,-0.24860799059921054,0,0,1,0,0,0.0003665711934912,-0.009779745526697,0.0044740948822392,2,GLD
2016-08-19,2016-08-19,train,1,R1: Growth / trend,-0.7118000568258405,-0.6225458738025502,0.22214934607764822,-0.36909876426866,-0.22556976161149198,-0.5985646626195189,-0.5743423303150186,-0.49610495244835684,-0.35492012102438786,-0.26223428846932906,0.25184853634896703,0.455596712957578,-0.46232564034911383,-0.2486162106554972,-0.4236450551066484,-0.2486162106554972,0,0,1,0,0,-0.0057199961214269,-0.0025236734892,-0.0150035019975814,1,TLT
2016-08-26,2016-08-26,train,1,R1: Growth / trend,-0.5404806406128001,-0.14638652099195998,-0.23158947887072015,-0.521611029041529,-0.7522296116117445,-1.3756934663200833,-0.5691715522506822,-0.471925748960531,-0.3336793718049368,-0.1728272252639705,0.31411596012603377,0.3994603541165843,-0.4742088302593756,-0.2498669140616198,-0.3836357756525197,-0.2498669140616198,0,0,1,0,0,0.0049704230759457,0.0037744884544637,0.0041253203528515,0,SPY
2016-09-02,2016-09-02,train,1,R1: Growth / trend,-0.5871262589553976,-0.5240219886396433,0.2385904069502804,-0.26185762355266773,-0.43887551212616144,-0.26980428044000504,-0.5958165099500037,-0.564415094994224,-0.46093289837056944,-0.5071434642379669,0.061576218128079716,0.5236018760041744,-0.3228664282453613,-0.24406732746845336,-0.343626496198391,-0.24406732746845336,0,0,1,0,0,-0.0233091137416412,-0.0224341354838932,0.0014221403619323,2,GLD
2016-09-09,2016-09-09,train,1,R1: Growth / trend,-0.28760054994150225,0.1709156309417674,-0.47315885576354155,0.28578376303893915,-1.12048498863415,-1.5417281149063848,-0.4459213993865369,-0.4497866316302399,-0.40048023224223533,-0.38285449490139106,-0.044181460665976245,0.4716462657648523,-0.15213199202704292,-0.24432066961990961,-0.3036172167442623,-0.24432066961990961,0,0,1,0,0,0.0054756227890524,-0.0056814520373253,-0.0133333525949209,0,SPY
2016-09-16,2016-09-16,train,1,R1: Growth / trend,-0.37776877241073265,-0.3502010932325875,-0.3605991122307688,0.449797844383862,-0.2989238238331821,-0.6223312198655899,-0.633289483364135,-0.6104932630913118,-0.4754928785266523,-0.6163759441874622,0.048852997984314014,0.6039808788239742,-0.3921186180659129,-0.24157625226135734,-0.2636079372901336,-0.24157625226135734,0,0,1,0,0,0.0122791782120528,0.0153623866897909,0.0207100912989515,2,GLD
2016-09-23,2016-09-23,train,1,R1: Growth / trend,-0.49095430981051125,-0.6383060680721805,-0.04981229723911351,-0.15646172767099828,0.1284425502680293,0.20247932273711133,-0.6458923993421144,-0.5954064161009293,-0.40819767182605304,-0.5392814337102845,0.17292610014592952,0.6122161630340814,-0.536764623980445,-0.24372402055172807,-0.2235986578360049,-0.24372402055172807,0,0,1,0,0,0.0014354326508416,0.0050424246007259,-0.0157461975104087,1,TLT
2016-09-30,2016-09-30,train,1,R1: Growth / trend,-0.4673089910160213,-0.38113844308124356,-0.3617032555738228,-0.25209625611267594,-0.28254848619461287,-0.4465223363791532,-0.6771152723477801,-0.6143492710246066,-0.4103621282739029,-0.4812499497523591,0.21465897917642457,0.6117046288187976,-0.5803357136523132,-0.2460510629057045,-0.1835893783818762,-0.2460510629057045,0,0,1,0,0,-0.0058257165416831,-0.0243548824852211,-0.0469595793898501,0,SPY
2016-10-07,2016-10-07,train,1,R1: Growth / trend,-0.7634716678933805,-0.18904636250539567,-0.38874908090120924,0.4685443857368599,-0.1728674829801989,-1.324800265555018,-0.42779678013523376,-0.4797932726989516,-0.3385849306397129,0.10893561072779799,-0.09678796063689779,0.7423225468309916,-0.3557740198326047,-0.2526797813729837,-0.1435800989277475,-0.2526797813729837,0,0,1,0,0,-0.0089283374413711,-0.017398105780956,-0.0031735197945325,2,GLD
2016-10-14,2016-10-14,train,1,R1: Growth / trend,-0.7205047939731704,0.0940802941529784,-0.5639845451588628,0.4851301498504777,-0.6342690508467408,-1.3355251986669172,-0.32751439557017265,-0.4716479481355974,-0.3477916930627191,0.10708569145273263,-0.3271926178586476,0.8863975742666316,-0.24300759120017604,-0.25244502562944504,-0.1035708194736188,-0.25244502562944504,0,0,1,0,0,0.0040352993600545,0.0130710663142927,0.0123156938102062,1,TLT
2016-10-21,2016-10-21,train,1,R1: Growth / trend,-0.8213752398350487,-0.19738289855674648,0.0890936544237276,0.18689355284305553,-0.3531377011028106,0.16121121705721486,-0.3804712950567198,-0.6045722159251804,-0.5211135887044118,-0.1475075331944673,-0.5521811558918736,0.959432287895228,-0.06608279016539767,-0.25120820351058,-0.0635615400194901,-0.25120820351058,0,0,1,0,0,-0.0067295682445399,-0.021453853976566,0.0062070676871184,2,GLD
2016-10-28,2016-10-28,train,1,R1: Growth / trend,-0.6894837293105043,-0.020684046827891874,-0.5616831533172016,0.4244244082510667,-0.6724994713533257,-0.9164488755240792,-0.38250754229778083,-0.5370559727377912,-0.38490995362183417,-0.11030157247725415,-0.3496755163998662,0.9746850812094373,-0.30841815114612686,-0.2507325854137171,-0.02355226056536141,-0.2507325854137171,0,0,1,0,0,-0.0187729061431644,0.01181654230969,0.0231123335768532,2,GLD
2016-11-04,2016-11-04,train,1,R1: Growth / trend,-0.4908120919960592,0.7605662987461609,-0.16504214223326347,-0.18495895234244414,-1.4909707406014308,0.004780973454458377,-0.1352217806308528,-0.5039852555617359,-0.5478397776709261,-0.062184245818779176,-0.8407756829020671,0.7734890791970128,0.4433893665008592,-0.25119970289235766,0.01645701888876729,-0.25119970289235766,0,0,1,0,0,0.0377365712113231,-0.0736303516157025,-0.0586060049143629,0,SPY
2016-11-11,2016-11-11,train,1,R1: Growth / trend,-0.969153031933699,-0.8375132303714515,-0.5313609503196516,2.5887506476063584,1.3642992756358303,-1.7825680520098293,0.5955935151513576,0.42629164863001856,0.5965218976642135,1.2065318209097278,-0.08652488085683115,0.779870417362233,-0.40405979547245036,-0.25348337839724033,0.05646629834289599,-0.25348337839724033,0,0,1,0,0,0.0096109417633707,-0.0097515156400066,-0.0166524079731148,0,SPY
2016-11-18,2016-11-18,train,1,R1: Growth / trend,-1.1482769465487659,-0.579542892231537,-0.9346865400562175,1.8331510965207318,0.17256640791265593,-1.465100503560655,0.3312994086696544,0.03366616538177482,0.32175269686576263,0.7834727618131782,-0.42895623179491116,1.3339552929343623,-0.5778703247113121,-0.25308654758805976,0.09647557779702469,-0.25308654758805976,0,0,1,0,0,0.0138216809517011,-0.0002476984110442,-0.0220581926345567,0,SPY
2016-11-25,2016-11-25,train,1,R1: Growth / trend,-1.3912454544505874,-0.5204448159429937,-0.5155784521842246,1.810551761860289,-0.028056055721333406,-0.9465362594280445,0.45592447920252893,-0.0021215764964861066,0.21275155864385337,0.8899478369050665,-0.7536410517125558,1.4568541921143932,-0.33728457584131716,-0.2538483613905456,0.1364848572511534,-0.2538483613905456,0,0,1,0,0,-0.0083062649294202,-0.0080926142572308,-0.00417370764724,2,GLD
2016-12-02,2016-12-02,train,1,R1: Growth / trend,-1.409327038260009,0.20059439216559297,-0.7245240037248312,1.2533941448779897,0.042814344235346344,-1.3893549359898667,0.37169959941724395,-0.10639325990514183,0.06300177142554617,1.415012711510849,-0.8186142782188406,1.3985522319768373,-0.20449436547043595,-0.2552677918861162,0.17649413670528208,-0.2552677918861162,0,0,1,0,0,0.031090586526266,-0.017558437337397,-0.0155162999218827,0,SPY
2016-12-09,2016-12-09,train,1,R1: Growth / trend,-1.7347970486229845,-0.12195010429428992,-0.35740567505031645,1.7547748864958201,0.23021912006425305,-1.0996487566592092,0.7766353054838467,0.15341401446663058,0.301571785999207,1.7646693993491958,-0.9632969787850778,1.451460812599,-0.09574905442301175,-0.25531447284584924,0.2165034161594108,-0.25531447284584924,0,0,1,0,0,-0.0006341529341424,-0.0030642809492081,-0.0212862177684866,0,SPY
2016-12-16,2016-12-16,train,1,R1: Growth / trend,-1.759587212527752,0.5954372794345816,-0.22262250727459795,1.8822838998490445,-0.5633610819372111,-1.628646478672151,1.133732426362715,0.323116635453066,0.29213699658716313,2.1859224190476096,-1.1559534179254851,1.0072947881059537,0.5658580497845836,-0.25544423597137167,0.2565126956135395,-0.25544423597137167,0,0,1,0,0,0.0029776195159065,0.0104067084077057,-0.0011106223340366,1,TLT
2016-12-23,2016-12-23,train,1,R1: Growth / trend,-1.8658514357206288,0.4413931210411867,0.29630044022584695,1.620965736176926,-0.11240151654920877,-0.19599922817919843,1.036617616172309,0.13542669079951916,0.06885801608298094,2.0393950735948163,-1.2257372587086994,0.9301984048458328,0.7213391751006123,-0.25546170973705234,0.2965219750676682,-0.25546170973705234,0,0,1,0,0,-0.0096584975571285,0.0091489427257382,0.0155656471826695,2,GLD
2016-12-30,2016-12-30,train,1,R1: Growth / trend,-1.5038109040022147,1.0247862057979702,0.17646026894789676,0.844755589317972,-0.828909604510944,-0.40293012545313345,0.7032825351818557,-0.11167414850356837,-0.24764079838201172,1.6635170679141633,-1.215247729799114,0.6700467520340099,0.9708019762985557,-0.25544011396597954,0.3365312545217969,-0.25544011396597954,0,0,1,0,0,0.0164629040891404,0.0145219195290007,0.0195237604026281,2,GLD
2017-01-06,2017-01-06,train,1,R1: Growth / trend,-1.8925608332117483,0.8599550504159225,0.5547767342647265,0.9639998898448668,-0.187661221678698,0.4981292267885757,1.1259113548463087,0.11454599504427516,-0.023982309990636833,2.30520146703542,-1.2823926265338805,0.6918075053411521,1.0241315912424562,-0.2555138323633215,0.3765405339759256,-0.2555138323633215,0,0,1,0,0,-0.0007041787364777,0.0037231094527807,0.0220134146261534,2,GLD
2017-01-13,2017-01-13,train,1,R1: Growth / trend,-1.9323110983773288,0.9714753652787369,0.5139919071573332,0.3871287203787609,-0.5047212019734247,0.42729827448716834,1.1209543052776447,0.12391911298929194,0.017328389106484605,2.387798251977113,-1.2719906845326672,0.808545187608463,0.8952872038512367,-0.2555192975519349,0.41654981343005426,-0.2555192975519349,0,0,1,0,0,-0.0013653709666446,-0.0112934526256011,0.0073549073988159,2,GLD
2017-01-20,2017-01-20,train,1,R1: Growth / trend,-1.8358580999881053,0.9506482181836757,0.08802896774066941,0.8147708606156756,-0.2830765098394489,-0.09745424368549896,0.9570493860821141,0.032705218961071925,-0.02017336352085303,2.275679548825083,-1.2388021330752663,0.9937277016254283,0.6722220459321263,-0.2555160243440984,0.456559092884183,-0.2555160243440984,0,0,1,0,0,0.0098350545854533,-0.0025843844723504,-0.0135593667675651,0,SPY
2017-01-27,2017-01-27,train,1,R1: Growth / trend,-1.9285928249971769,0.7933427634441014,0.3470573306955432,1.0767805334352274,-0.11743568788859615,0.67516032984686,1.1769047527169005,0.12689340226846807,0.04936615356321346,2.3185965843111993,-1.2846280167537605,0.9276248587901157,0.7898437078792141,-0.2555107860623327,0.4965683723383117,-0.2555107860623327,0,0,1,0,0,0.00161612313225,-0.0031164953454305,0.023261956466132,2,GLD
2017-02-03,2017-02-03,train,1,R1: Growth / trend,-1.855307806108692,0.9449215578905833,0.07510540321372802,0.7295016489511535,-0.053915008665760586,0.809073619663598,1.0705347862517829,0.042747387947461656,0.022153622402763008,2.324957316779385,-1.272514233125371,1.1355080405715452,0.5675674470294589,-0.2555181228535855,0.5365776517924403,-0.2555181228535855,0,0,1,0,0,0.0094618527423984,0.0147898287707395,0.012658238659003,1,TLT
2017-02-10,2017-02-10,train,1,R1: Growth / trend,-1.7627111862282432,1.031715747288882,0.38824410441064794,0.1379359884503075,0.1529292644379173,1.1784985419814473,0.9828792635504567,0.01853114975949532,-0.050740850035514505,2.3644330656976837,-1.258509664169268,0.945960808128915,0.742236650581406,-0.25552508162494186,0.5765869312465691,-0.25552508162494186,0,0,1,0,0,0.0154637416306391,-0.0036430211317808,0.0006802876878633,0,SPY
2017-02-17,2017-02-17,train,1,R1: Growth / trend,-1.7957629937706914,0.8119361127905215,0.297366763284432,0.1863457927699435,0.1068251851629383,0.816211759544581,0.8362286059391275,-0.04595400332680327,-0.06316092217056662,2.1899967954155106,-1.2171454642527633,1.1125459001068627,0.5286932155948768,-0.2555146147551058,0.6165962107006978,-0.2555146147551058,0,0,1,0,0,0.007018727959583,0.0140457996099327,0.0171651651752891,2,GLD
2017-02-24,2017-02-24,train,1,R1: Growth / trend,-1.6365126445501277,0.925583679363853,0.5517467160346566,-0.4622630270790948,-0.07987822645841787,1.3749253093759206,0.8316662378344808,-0.02951773729240917,-0.08765602070598022,2.07849915079701,-1.2146102507630687,0.960374097133906,0.6786390990285939,-0.2555014828904893,0.6566054901548265,-0.2555014828904893,0,0,1,0,0,0.0070962706002517,-0.0199178767256879,-0.018295696473231,0,SPY
2017-03-03,2017-03-03,train,1,R1: Growth / trend,-1.7143876402661464,0.7835494971021694,0.5328840657422373,1.1351837183293094,0.18184489434668988,0.67069450364381,0.9325364305368293,-0.0034191060250698766,-0.14983786428924414,2.054874311551973,-1.2630238799410254,0.654209530246059,1.040205031199428,-0.2554994866266841,0.6966147696089552,-0.2554994866266841,0,0,1,0,0,-0.003061954487201,-0.0175954019760099,-0.0237426675585699,0,SPY
2017-03-10,2017-03-10,train,1,R1: Growth / trend,-1.6714519135054675,0.9955178821102609,0.1675631117701308,0.9842855283249429,-0.5664756902544744,0.11954389626130359,0.9023491863135981,-0.03934092253751652,-0.146899799134483,1.924665726710311,-1.259493716741837,0.803244423076255,0.8865901147660188,-0.25548113963751734,0.7366240490630839,-0.25548113963751734,0,0,1,0,0,0.0015615175919632,0.011855416721046,0.0197872787562063,2,GLD
2017-03-17,2017-03-17,train,1,R1: Growth / trend,-1.4505388999340687,0.9531044123866161,0.5502949440040774,0.740373967251855,-0.14808696536856264,0.8272842016521438,0.6822742598622283,-0.18029345748935016,-0.36168886122829724,1.6333056870179097,-1.250433018922832,0.5180500166757981,1.1627948117388625,-0.25545806955123884,0.7766333285172126,-0.25545806955123884,0,0,1,0,0,-0.0133738457859658,0.0188797577444206,0.0159842959289526,1,TLT
2017-03-24,2017-03-24,train,1,R1: Growth / trend,-1.1039530610266182,1.5086535008524558,0.35133302687050333,0.16972660133479514,-0.7196825845790986,1.0407191245546996,0.696562343301686,-0.18399724319225055,-0.4121838416865227,1.516411317354676,-1.2673547708299668,0.34564449666733066,1.3548045655545669,-0.25543210049016707,0.8166426079713413,-0.25543210049016707,0,0,1,0,0,0.0080392326532454,-0.0014057781962724,-0.0011778511604368,0,SPY
2017-03-31,2017-03-31,train,1,R1: Growth / trend,-1.2614446577078973,0.840226218878313,0.5595866712926622,0.3760850886451134,0.11528454053020176,1.022600329787167,0.4021167293223486,-0.3167349128220411,-0.47042761796916305,1.3472303199854596,-1.182929494474475,0.5908795156064887,1.01411492386265,-0.2554104670380122,0.8566518874254699,-0.2554104670380122,0,0,1,0,0,-0.0022904738903519,0.0021169482302705,0.0062331355808686,2,GLD
2017-04-07,2017-04-07,train,1,R1: Growth / trend,-1.0770031703290612,1.0348996786960012,0.6022268877395432,0.20043667285176947,-0.24775516573521744,0.3663848879700848,0.22453275939082756,-0.3826791371095906,-0.6044832436948616,1.1640784818651706,-1.1427466104826038,0.31166352435456635,1.2494986551723621,-0.25537866188987274,0.8966611668795986,-0.25537866188987274,0,0,1,0,0,-0.0114374373508633,0.0228646152097966,0.0262849440290726,2,GLD
2017-04-14,2017-04-13,train,1,R1: Growth / trend,-0.721398772041095,1.5739189233567519,0.5555446604173971,-0.4583472941931461,-1.344477394439237,0.3719077846992261,0.461567115760117,-0.1816011231666273,-0.483738169861277,1.075580172512364,-1.1802071231307925,0.020562234845873915,1.5834880390014332,-0.2551960722804064,0.9366704463337273,-0.2551960722804064,0,0,1,0,0,0.0089461836437898,0.0005666969110746,-0.0023654234839859,0,SPY
2017-04-21,2017-04-21,train,1,R1: Growth / trend,-0.8087215336455785,0.8560332409680163,0.7826262959558624,0.20587578856777994,-0.014911690090685723,0.4757878405925845,-0.02680286558191319,-0.4841945501981488,-0.7436764094809545,0.7382218758699723,-1.0557240474478924,0.1294733928173421,1.3348695785889682,-0.2551658080583857,0.9766797257878561,-0.2551658080583857,0,0,1,0,0,0.0148767124931741,-0.0096321079014983,-0.0125909651399478,0,SPY
2017-04-28,2017-04-28,train,1,R1: Growth / trend,-1.13227221492214,0.06557429112962601,1.0886130452195426,0.7065769079121528,0.6807753105063674,0.5946737033545867,0.12107687285623536,-0.30602229683238363,-0.4908541539529003,0.8840221703846166,-0.9640183415330397,0.34804960785634875,1.0127236719480133,-0.255070802624069,1.0166890052419848,-0.255070802624069,0,0,1,0,0,0.0068046251790865,-0.0065938383089084,-0.0311335150397372,0,SPY
2017-05-05,2017-05-05,train,1,R1: Growth / trend,-1.2780420530277063,0.2257682111526608,0.9421909414408558,0.590398752484699,-0.45160278948071586,-0.08200146729345367,0.19439345652986714,-0.3055490496596835,-0.48123418117811595,0.7976542148836219,-1.0311715953081895,0.4195891751165284,1.0158313269857575,-0.25492151028296645,1.0566982846961135,-0.25492151028296645,0,0,1,0,0,-0.0030037807687115,0.0008247774362886,-0.0015383326372923,1,TLT
2017-05-12,2017-05-12,train,1,R1: Growth / trend,-1.2179930845779263,0.23468265468366273,0.891539064887195,0.17956270624149231,-0.5440166105508196,-0.10919917385012665,0.0730112394319363,-0.3577088428393334,-0.5018167560925066,0.7070543760218164,-0.951237172874174,0.49020914316453024,0.8554277548640516,-0.2548388242712211,1.0967075641502422,-0.2548388242712211,0,0,1,0,0,-0.0028034191508142,0.0191124657693444,0.0219977715873072,2,GLD
2017-05-19,2017-05-19,train,1,R1: Growth / trend,-0.6275971528245151,0.903445634088245,0.8690443991113777,-0.21765205592559306,-0.7229851821652463,0.23045128451046007,-0.08129069812234387,-0.4613244130310889,-0.7483729309013524,0.42404890793521227,-0.9974684392238555,-0.0007078887679086074,1.399818631170509,-0.25461723117652624,1.1367168436043709,-0.25461723117652624,0,0,1,0,0,0.0142669452787718,-0.0018597754966716,0.0095477334596294,0,SPY
2017-05-26,2017-05-26,train,1,R1: Growth / trend,-1.0654845990613802,-0.06383736896634552,1.332490325429611,0.04010056836307546,0.03334466374749999,0.7042203797585529,0.04078882764132744,-0.3141477709906151,-0.495812015564448,0.5432879593595508,-0.8798962546221616,0.3118758883474372,0.9541648618483577,-0.2543564433380727,1.1767261230584996,-0.2543564433380727,0,0,1,0,0,0.0101776652369989,0.0194867707067514,0.008876718821116,1,TLT
2017-06-02,2017-06-02,train,1,R1: Growth / trend,-0.7752445838833583,0.14639766066070986,1.1478238991201228,-0.6343986231787004,-0.49949800928121013,0.7234865817237471,-0.15011725633463702,-0.4120178423015176,-0.574179544565709,0.18796072516264387,-0.7544698812580047,0.3111610352544894,0.8132595945279404,-0.2531519132450241,1.2167354025126282,-0.2531519132450241,0,0,1,0,0,-0.0031128162948327,-0.0097119988277912,-0.0087986159810374,0,SPY
2017-06-09,2017-06-09,train,1,R1: Growth / trend,-0.6024301489256894,0.23954906492555658,0.6084684278190071,-0.1417644250689378,-0.42915387890645823,-0.21630161420281427,-0.4622261311185031,-0.604387000889221,-0.7293232953267095,-0.05518255752624291,-0.5612212442969124,0.3270655490418784,0.5808505627568956,-0.25288045642627405,1.256744681966757,-0.25288045642627405,0,0,1,0,0,0.0016980096244643,0.0156747808883306,-0.0099552394933003,1,TLT
2017-06-16,2017-06-16,train,1,R1: Growth / trend,-0.7522599370460866,-0.023240521890597138,0.7565809216866888,-0.3996391881193693,-0.6164503272249925,0.1904601860888246,-0.34569537039662296,-0.5262326091783462,-0.5976951948407723,-0.07908408111897362,-0.5673838173119155,0.5009895259635734,0.41177461356601874,-0.251685026455528,1.2967539614208856,-0.251685026455528,0,0,1,0,0,0.0020192471879283,0.0113179644957583,0.0007541810796636,1,TLT
