week_end,headline_count,relevant_headline_count,mean_sentiment_score,mean_impact_score,max_impact_score,relevance_ratio,negative_ratio,positive_ratio,topic_growth_earnings_ratio,topic_inflation_rates_ratio,topic_recession_slowdown_ratio,topic_geopolitics_policy_ratio,topic_market_technical_flow_ratio,topic_other_ratio,source
2026-03-06,4,4,-0.25,2.5,3,1.0,0.5,0.25,0.0,0.75,0.0,0.0,0.25,0.0,aggregated_from_news_events_enriched
2026-03-13,7,6,0.2857142857142857,2.5714285714285716,3,0.8571428571428571,0.14285714285714285,0.42857142857142855,0.0,0.42857142857142855,0.0,0.2857142857142857,0.14285714285714285,0.14285714285714285,aggregated_from_news_events_enriched
2026-03-20,51,31,-0.1287581699346405,1.8235294117647058,3,0.6078431372549019,0.3333333333333333,0.21568627450980393,0.0784313725490196,0.5098039215686274,0.0,0.0196078431372549,0.0392156862745098,0.35294117647058826,aggregated_from_news_events_enriched
2026-03-27,18,10,0.07407407407407407,1.5555555555555556,3,0.5555555555555556,0.2222222222222222,0.3333333333333333,0.05555555555555555,0.3333333333333333,0.0,0.1111111111111111,0.2222222222222222,0.2777777777777778,aggregated_from_news_events_enriched
