week_end,spy_ret_1d,spy_ret_5d,spy_ret_20d,spy_vol_5d,spy_vol_20d,spy_drawdown_60d,spy_ma_gap_5_20,spy_intraday_range,spy_volume_z_20,tlt_ret_1d,tlt_ret_5d,tlt_ret_20d,tlt_vol_5d,tlt_vol_20d,tlt_drawdown_60d,tlt_ma_gap_5_20,tlt_intraday_range,tlt_volume_z_20,gld_ret_1d,gld_ret_5d,gld_ret_20d,gld_vol_5d,gld_vol_20d,gld_drawdown_60d,gld_ma_gap_5_20,gld_intraday_range,gld_volume_z_20,qqq_spy_log_ratio,qqq_spy_ratio_chg_5d,spy_tlt_corr_20d,spy_gld_corr_20d,vix_level,vix_change_5d,tnx_level,tnx_change_5d,week_last_trade_date,cpi_yoy,dff_level,dff_chg_5d,dgs10_level,dgs10_chg_5d,icsa_log_level,icsa_chg_4w,indpro_yoy,nfci_level,nfci_chg_4w,t10y2y_level,t10y2y_sign,t10y2y_chg_5d,t10yie_level,t10yie_chg_5d,umcsent_level,umcsent_chg_3m,unrate_level,unrate_chg_3m,spy_weekly_close,tlt_weekly_close,gld_weekly_close,next_return_spy,next_return_tlt,next_return_gld,headline_count,relevant_headline_count,mean_sentiment_score,mean_impact_score,max_impact_score,relevance_ratio,negative_ratio,positive_ratio,topic_growth_earnings_ratio,topic_inflation_rates_ratio,topic_recession_slowdown_ratio,topic_geopolitics_policy_ratio,topic_market_technical_flow_ratio,topic_other_ratio,has_news_features,source
2026-03-06,-0.013193791611277716,-0.02003940107363007,-0.007763062183592066,0.007955439049911427,0.008379137854077796,-0.033228372052380384,-0.007020471981874832,0.009444027989862998,0.9773493456107555,-0.003723579264828011,-0.023009280314502105,0.014460001122359031,0.003165982075791034,0.005589162092212641,-0.022746585487840587,0.0006121313683815632,0.01040024652793979,1.376761462366348,0.015708476698148666,-0.021395191992782527,0.06913468929704761,0.02554237497703224,0.021918306721619422,-0.04515020045661289,0.012499323271237595,0.017718704901322473,-0.7342016875901236,-0.11158343975768666,0.007545902533327722,-0.2953251692913106,0.3806830162581135,29.489999771118164,9.629999160766605,4.132999897003174,0.17100000381469682,2026-03-06,0.024340041103732224,3.64,0.0,4.15,0.18000000000000016,12.259613412458204,0.0,0.01435914986552822,-0.51651,0.04164000000000001,0.59,1.0,0.0,2.35,0.10000000000000009,56.4,2.799999999999997,4.4,-0.09999999999999964,670.5487060546875,88.45999908447266,473.510009765625,-0.015006367038130297,-0.02170470482496678,-0.026757646441319616,4.0,4.0,-0.25,2.5,3.0,1.0,0.5,0.25,0.0,0.75,0.0,0.0,0.25,0.0,1,joined_market_macro_targets_news
2026-03-13,-0.005676188622551868,-0.015120101829041721,-0.028255232953858133,0.008672725836234848,0.007290894523655676,-0.047736101943413156,-0.013803277715887852,0.016578903302463865,0.708798543987567,-0.004956500261606359,-0.021943716714583412,-0.02729084327869554,0.008524918152131739,0.0057079176879327185,-0.043957582389018035,-0.015044969260838204,0.007857641529719154,0.11544732143858348,-0.013021372569552835,-0.02712214912795243,0.020719159934208538,0.01181182557737946,0.01923529851661804,-0.07069973379735972,0.0006003030619969874,0.0214391219540945,-0.13811285145607485,-0.1065684612364843,0.005014978521202362,0.10476005043434432,0.15263438121879486,27.190000534057617,-2.299999237060547,4.284999847412109,0.15199995040893555,2026-03-13,0.024340041103732224,3.64,0.0,4.28,0.1299999999999999,12.273731294003989,-16000.0,0.01435914986552822,-0.50151,0.05042000000000002,0.55,1.0,-0.039999999999999925,2.36,0.009999999999999787,56.4,2.799999999999997,4.4,-0.09999999999999964,660.4862060546875,86.54000091552734,460.8399963378906,-0.018041555783047003,-0.008204287924213127,-0.10298583419890528,7.0,6.0,0.2857142857142857,2.5714285714285716,3.0,0.8571428571428571,0.14285714285714285,0.42857142857142855,0.0,0.42857142857142855,0.0,0.2857142857142857,0.14285714285714285,0.14285714285714285,1,joined_market_macro_targets_news
